"tweet_text","topic"
"@JetBlue Pooling and gifting are completely different.  I shouldn't have to be charged $375 to send points.  Its disgusting.","USair"
"@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either _Ÿ˜¡","USair"
"@SouthwestAir, real sincere apology! Makes my day! Glad to know flying mail is more important than me. Never flying SW again! #badservice","USair"
"@SouthwestAir My bags are on the way to Chicago, without me! Help! I was confirmed for 2 flights and told there isn't room and I'm screwed.","USair"
"@SouthwestAir kids on a mission trip from Lasalle stranded in orlando area,  they can't get back to Bos or PVD till WEDNESDAY?","USair"
"@southwestair y'all just Cancelled Flightled the flight i rebooked after 1st was Cancelled Flightled. help? I need to be in nyc. schedule more flights tomorrow!","USair"
"@USAirways Sadly I'm currently booked on one of your flights tomorrow that I will be changing if I can.","USair"
"@AmericanAir @Eleonora7 good luck I've been waiting a week","USair"
"@AmericanAir @USAirways use the app you say?? http://t.co/WnY9TzsR8N","USair"
"@USAirways thanks for helping with #reFlight Booking Problems #Cancelled Flightedflight Yvonne Anthony.  You will help us get to Tel Aviv on time.  #HappyFriday","USair"
"@united in addition, my first flight was delayed an hour and I'm arriving at my destination 8 hrs Late Flight.","USair"
"@united your seats are god awful.","USair"
"@JetBlue Hawaii! Get me somewhere warm &amp; I can find some good to do. #FlyItForward","USair"
"@USAirways this is my 2nd attempt to call US airways dividend miles, 52 minutes no help hung up - #usairways #BS http://t.co/GiEnNyqN22","USair"
"@JetBlue apparently the plane was delayed coming up from San Juan. Monsoon there today?","USair"
"@SouthwestAir can I please go see @Imaginedragons on friday? I promise I'll only fly Southwest when going back home to NH #MHTforlife","USair"
"@united thanks ^mr i got rebooked already but I lost my first class seat. Such is life.","USair"
"@JetBlue @airbusintheus A320 landing @aruba_airport in February of 2014. #avgeek #warmweather https://t.co/Kaej9G0CHd","USair"
"@SouthwestAir 9 hrs in Baltimore, still not going to get my baggage to greenville w me. This is just unbelievable.","USair"
"@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp","USair"
"@AmericanAir an hour now waiting on the phone for US Air help. 10 hours waiting at the airport yesterday. Love the service guys.","USair"
"@AmericanAir tisk tisk. Rude flight attendants yet again. I can't hang my suit up because I didn't buy first class? @Delta when will I learn","USair"
"@USAirways @satesq theres only one flt PHL-CRW per day.","USair"
"@JetBlue Lekvhg want to see what the cost would be to change to the 430 flight","USair"
"@united havenâ€™t before and havenâ€™t this time &amp; have checked spam/junk mail just in caseâ€”nothing","USair"
"@united are you telling me that you are now Cancelled Flighting my flight ??","USair"
"@JetBlue Every crew member I dealt with in Orlando was incredibly rude. I'm actually pretty disgusted with JetBlue right now.","USair"
"@AmericanAir why won't u deliver my luggage? Almost two days and holding on the phone for over 4 hrs. Help!","USair"
"@AmericanAir You've now put me on a BA flight - can I get access for 2 for the lounge? Been at ORD for 11.5 hrs now and still have 5 to go.","USair"
"@AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.","USair"
"â€œ@united: @ItsAaronChriz Sorry to hear about your flight. Do you need help reFlight Booking Problems?â€ù

_Ÿ‘_","USair"
"@united 5.5 hours Late Flightr I've been in transit for a total of twelve hours...please just change the plane on flight 600 this is ridiculous SFO","USair"
"@SouthwestAir sent DM","USair"
"@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness","USair"
"@united Wife and I have two new destinations and I'm stuck in DC until Monday with no bags","USair"
"@united so what's the solution?","USair"
"Brands: Stop this shit. No, stop. RT @JetBlue Our fleet's on fleek. http://t.co/sKEbqKtxvX","USair"
"@JetBlue we got our luggage after waiting 40 mins and went home right after. Not very family and ADA friendly waiting that long w no chairs.","USair"
"@AmericanAir submitted a case to AA customer relations two weeks ago, no word ever since! whats the point of even having CR?","USair"
"@united 768 SFO to BOS and no internet it is 2015 what gives?","USair"
"@USAirways so upset with customer service. I have a simple question and the phone system has disconnected me all day today and yesterday.","USair"
"@AmericanAir well have all day and all the time in the world","USair"
"@usairways I don't understand why I can't get my missing miles? I was on the flight, it was in my Dividend Miles Accountâ€_ #help","USair"
"@USAirways I just think it's weird to have mileage as 666","USair"
"@AmericanAir Thanks for your canned response that makes it look like you care about your customers. I'm sure all Twitter users fall for it..","USair"
"@united I'm on UA1118 and my direct tv isn't working.  How do I avoid this in future?","USair"
"@SouthwestAir I need to reschedule a flight and I've been on hold for almost an hour. This is ridiculous. Is there a best number to call?","USair"
"@AmericanAir no worries you're swamped I know just dmd back THANK U","USair"
"â€œ@AmericanAir: @TilleyMonsta George, that doesn't look good. Please follow this link to start the refund process: http://t.co/4gr39s91Dlâ€ù_Ÿ˜‚","USair"
"@AmericanAir I had to pay extra $$ cos that flight was ""no longer available"" just because it wouldn't accept my US Card for a 1 way into NYC","USair"
"@JetBlue Need to get my 3-yr-old to Nassau (from SEA) to meet her great-granny she was named after - who just turned 103. #FlyingitForward","USair"
"@JetBlue is flt 1202 delayed?","USair"
"@united flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to MDT-my origin","USair"
"@SouthwestAir Cancelled Flighting flights 45 minutes before takeoff &amp; sitting for 45 min on the runway of the rescheduled flight #badservice","USair"
"@USAirways the two women workng PHL bag check term C @ 11:30 ET should be fired for being rude, pushy and treating customers with disrespect","USair"
"@USAirways As a member of the news media, the awful service of the last few days won't go unnoticed.","USair"
"@AmericanAir confused at the definition of a ""preferred seat."" I paid extra for one and got a regular seat with no legroom. Unimpressed.","USair"
"@USAirways I will NEVER travel US Airways again. Flew in from LA to DC last night and for the 2nd time on this airline my bags didn't arrive","USair"
"@united I keep getting kicked to an error message when trying to purchase a flight on http://t.co/p3N2w8JfpS. Have tried at least 4x.","USair"
"@USAirways okay, great. Thank you!","USair"
"@JetBlue â€™s Marty St. George really has zero clue. How does he still have a job? #nobaggagefees http://t.co/tjDzaMHPEw","USair"
"@USAirways a $75 change is ok most of the time but if there r open seats on earlier flt and no chkd bag, why not let someone fly standby?","USair"
"@AmericanAir thanks!","USair"
"@AmericanAir I would like a refund for this flight. They delayed the flight 5 times. I feel like you're making fun of us.","USair"
"@AmericanAir how do I redeem a travel voucher for a flight if I can't reach a travel agent by phone? My hold expires in 24 hours","USair"
"@united can u get the crew member that we are waiting on? We were told 40 minutes ago they landed here and they are still not to our gate.","USair"
"@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.","USair"
"@united we have tried to change our flight THREE times on the phone and got disconnected each time.","USair"
"@JetBlue if you want to be helpful, find us a seat. Don't quote terms and conditions. #jetbluefail","USair"
"@AmericanAir thank you for quick responses.   #aa usually has fantastic customer service. That's why I was so shocked when it wasn't there","USair"
"@USAirways we even offered to fly in to another airport and they said they couldn't do that. No explanation why they can't.","USair"
"@USAirways Hi. I'm in LGA but my luggage is in CLT. Have been told to come back tomorrow to collect. Do you guys want to cover my taxi fare?","USair"
"@USAirways big problem!!! Fll to clt then got off on clt but my fly to gso is Cancelled Flightled had to rent a car to get to my pops funeral","USair"
"@SouthwestAir Weather keeps slowing us down. Not your fault. This is the 1st time a Southwest flight of mine was Late Flight so I can't complain :)","USair"
"@united 4840 WTF! Why can't you update your times in a timely manner? You've known the fight was more delayed! Ur service is awful! @CNN","USair"
"@USAirways new F/As from DFW to CLT this morning did a great job. Well Done!","USair"
"@JetBlue ""Do what you love and you'll never work a day in your life."" _Ÿ˜_","USair"
"Bruh...real tweet from @JetBlue ""Our fleet's on fleek. http://t.co/dqny4aKTg9""","USair"
"@JetBlue well mine sure aren't anything to write home about!","USair"
"@AmericanAir help http://t.co/hYrAo7A4Uu","USair"
"@JetBlue you are officially my favorite, thank you for the wonderful service at JFK","USair"
"@JetBlue my wife and I booked last minute flights for a funeral separately, but we would like seats 2gether, can you do this if we DM conf#s","USair"
"@united yes was trying to upgrade my seat. Now there are no available spots","USair"
"@united one last thing....United club crackers...nabisco?? Where are the Pepperidge Farms?","USair"
"@SouthwestAir Suggestions: tell customers approximate wait times when they are on hold (50 min now...) and allow them to Cancelled Flight online!","USair"
"@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - Digital Journal http://t.co/urcyfcp2Lx","USair"
"@SouthwestAir @CBSsoxfan you get to hold? called twice only to be kicked off.calls 3-6 #phonedied #AListpreferred http://t.co/1TZZ0vbMbS","USair"
"@united Can you help me get a flight out tonight to Houston?Just don't want to be stuck here till Monday with all this bad weather moving in","USair"
"@JetBlue what's the hold up with flight 1553? boarding should've taken place 30 minutes ago.","USair"
